Australia,Healthcare,PercentGDP,8.44516726,8.55670577,8.68936294,8.77363922,9.05467885,9.33006717,9.25209201,,
Brazil,Healthcare,PercentGDP,9.723471,9.7830923,10.03918369,10.23850921,10.81982148,11.4647339,11.77150303,,
Canada,Healthcare,PercentGDP,10.55578315,10.23029303,10.24045785,10.13275665,9.96972621,10.37650812,10.53465477,,
China,Healthcare,PercentGDP,4.20799171,4.32551324,4.549399,4.71002249,4.77322745,4.88872272,4.98188075,,
Germany,Healthcare,PercentGDP,11.0039689,10.71509959,10.76729532,10.91510275,10.95738405,11.07906625,11.13916763,,
France,Healthcare,PercentGDP,11.17922993,11.1942851,11.3208963,11.44199369,11.59500673,11.50136047,11.53929503,,
United Kingdom,Healthcare,PercentGDP,8.47407792,8.42210613,8.33916884,9.77234704,9.72392342,9.79273451,9.7623484,,
Indonesia,Healthcare,PercentGDP,2.96089979,2.95542027,2.90286671,2.96065055,3.11712106,3.0053613,3.12449094,,
India,Healthcare,PercentGDP,3.27211934,3.24634215,3.32935296,3.74944184,3.61956552,3.59770551,3.65833057,,
Italy,Healthcare,PercentGDP,8.95361182,8.83464291,8.95606116,8.95226727,9.01144092,8.98541669,8.93549301,,
Japan,Healthcare,PercentGDP,9.15677291,10.61671765,10.79065328,10.79159414,10.83205006,10.87187938,10.92612327,,
"Korea, Rep.",Healthcare,PercentGDP,6.24060133,6.30238059,6.43717494,6.57805915,6.82039351,7.04921624,7.33752488,,
Mexico,Healthcare,PercentGDP,5.75136576,5.52097397,5.66298734,5.81035295,5.53723009,5.65276786,5.46900124,,
Russian Federation,Healthcare,PercentGDP,4.95722385,4.78151205,4.93199479,5.07075241,5.17099307,5.27700319,5.27112755,,
Saudi Arabia,Healthcare,PercentGDP,3.65752606,3.71178311,4.01962965,4.46568786,5.22794726,5.99834034,5.74181331,,
Turkey,Healthcare,PercentGDP,5.053656,4.68789031,4.47785046,4.40411751,4.34726586,4.13853307,4.3143198,,
United States,Healthcare,PercentGDP,16.41288147,16.36738026,16.36637753,16.33083781,16.50510561,16.81565916,17.07341533,,
South Africa,Healthcare,PercentGDP,7.41535412,7.49731726,7.7525506,7.72096153,7.93015013,8.19779026,8.1098146,,
Country Name,Spending,Unit,2010,2011,2012,2013,2014,2015,2016,2017,2018
Argentina,Healthcare,Current, 36.48 , 44.51 , 45.89 , 46.25 , 43.35 , 52.00 , 42.08 ,,
Australia,Healthcare,Current, 96.79 , 119.51 , 134.35 , 138.29 , 132.88 , 126.11 , 111.84 ,,
Brazil,Healthcare,Current, 214.78 , 255.95 , 247.48 , 253.18 , 265.73 , 206.62 , 211.45 ,,
Canada,Healthcare,Current, 170.32 , 183.03 , 186.78 , 186.65 , 179.60 , 161.14 , 160.83 ,,
China,Healthcare,Current, 256.15 , 326.64 , 388.17 , 450.77 , 498.25 , 538.52 , 554.88 ,,
Germany,Healthcare,Current, 373.73 , 401.22 , 379.80 , 407.43 , 425.58 , 372.32 , 386.17 ,,
France,Healthcare,Current, 295.42 , 320.31 , 303.83 , 321.64 , 330.71 , 280.43 , 285.17 ,,
United Kingdom,Healthcare,Current, 209.75 , 223.97 , 225.57 , 272.26 , 297.92 , 286.79 , 263.03 ,,
Indonesia,Healthcare,Current, 22.36 , 26.39 , 26.64 , 27.02 , 27.77 , 25.87 , 29.12 ,,
India,Healthcare,Current, 54.83 , 59.18 , 60.85 , 69.62 , 73.81 , 75.68 , 83.79 ,,
Italy,Healthcare,Current, 191.07 , 202.49 , 186.92 , 191.70 , 194.57 , 164.96 , 167.59 ,,
Japan,Healthcare,Current, 521.95 , 653.72 , 669.37 , 556.38 , 525.40 , 477.22 , 538.29 ,,
"Korea, Rep.",Healthcare,Current, 68.30 , 75.78 , 78.71 , 85.88 , 96.26 , 97.47 , 103.81 ,,
Mexico,Healthcare,Current, 60.84 , 65.17 , 68.02 , 74.05 , 72.79 , 66.17 , 58.95 ,,
Russian Federation,Healthcare,Current, 75.59 , 98.10 , 109.01 , 116.48 , 106.52 , 71.96 , 67.61 ,,
Saudi Arabia,Healthcare,Current, 19.32 , 24.91 , 29.58 , 33.34 , 39.54 , 39.25 , 37.03 ,,
Turkey,Healthcare,Current, 39.01 , 39.03 , 39.14 , 41.86 , 40.61 , 35.58 , 37.26 ,,
United States,Healthcare,Current," 2,460.63 "," 2,543.91 "," 2,650.86 "," 2,741.11 "," 2,891.98 "," 3,063.69 "," 3,193.96 ",,
South Africa,Healthcare,Current, 27.83 , 31.22 , 30.73 , 28.32 , 27.83 , 26.04 , 24.03 ,,
Country Name,Spending,Unit,2010,2011,2012,2013,2014,2015,2016,2017,2018
Argentina,Healthcare,Percapita, 894.44 ," 1,078.63 "," 1,099.71 "," 1,095.87 "," 1,016.04 "," 1,205.62 ", 965.46 ,,
Australia,Healthcare,Percapita," 4,393.36 "," 5,349.47 "," 5,909.82 "," 5,979.24 "," 5,660.15 "," 5,295.35 "," 4,623.38 ",,
Brazil,Healthcare,Percapita," 1,097.41 "," 1,295.83 "," 1,241.85 "," 1,259.37 "," 1,310.56 "," 1,010.50 "," 1,025.64 ",,
Canada,Healthcare,Percapita," 5,008.75 "," 5,330.17 "," 5,380.58 "," 5,320.17 "," 5,068.16 "," 4,513.27 "," 4,454.04 ",,
China,Healthcare,Percapita, 191.48 , 243.01 , 287.38 , 332.09 , 365.22 , 392.73 , 402.48 ,,
Germany,Healthcare,Percapita," 4,570.16 "," 4,998.03 "," 4,722.36 "," 5,052.14 "," 5,255.16 "," 4,557.88 "," 4,689.47 ",,
France,Healthcare,Percapita," 4,543.05 "," 4,902.06 "," 4,627.38 "," 4,873.48 "," 4,986.86 "," 4,211.04 "," 4,265.18 ",,
United Kingdom,Healthcare,Percapita," 3,341.82 "," 3,540.53 "," 3,541.04 "," 4,245.55 "," 4,610.85 "," 4,403.41 "," 4,009.80 ",,
Indonesia,Healthcare,Percapita, 92.45 , 107.67 , 107.24 , 107.29 , 108.84 , 100.13 , 111.32 ,,
India,Healthcare,Percapita, 44.42 , 47.34 , 48.07 , 54.35 , 56.97 , 57.76 , 63.26 ,,
Italy,Healthcare,Percapita," 3,223.35 "," 3,410.09 "," 3,139.42 "," 3,182.53 "," 3,200.72 "," 2,716.31 "," 2,764.30 ",,
Japan,Healthcare,Percapita," 4,075.47 "," 5,113.86 "," 5,244.63 "," 4,365.68 "," 4,128.03 "," 3,753.46 "," 4,238.72 ",,
"Korea, Rep.",Healthcare,Percapita," 1,378.36 "," 1,517.60 "," 1,568.02 "," 1,703.06 "," 1,896.84 "," 1,910.70 "," 2,025.76 ",,
Mexico,Healthcare,Percapita, 533.23 , 563.33 , 579.99 , 623.17 , 604.80 , 543.00 , 477.98 ,,
Russian Federation,Healthcare,Percapita, 529.18 , 686.20 , 761.23 , 811.68 , 740.66 , 499.36 , 468.43 ,,
Saudi Arabia,Healthcare,Percapita, 704.53 , 881.39 ," 1,014.69 "," 1,109.49 "," 1,278.96 "," 1,237.33 "," 1,141.43 ",,
Turkey,Healthcare,Percapita, 539.35 , 531.40 , 524.23 , 551.37 , 525.84 , 453.12 , 466.84 ,,
United States,Healthcare,Percapita," 7,954.80 "," 8,164.56 "," 8,445.62 "," 8,672.80 "," 9,083.25 "," 9,551.88 "," 9,886.22 ",,
South Africa,Healthcare,Percapita, 543.44 , 600.34 , 581.56 , 527.53 , 510.16 , 470.11 , 427.62 ,,
Country Name,Spending,Unit,2010,2011,2012,2013,2014,2015,2016,2017,2018
Argentina,Healthcare,Change,,8.02,1.39,0.35,-2.89,8.65,-9.92,,
Australia,Healthcare,Change,,22.71,14.84,3.94,-5.41,-6.76,-14.27,,
Brazil,Healthcare,Change,,41.17,-8.46,5.69,12.56,-59.12,4.83,,
Canada,Healthcare,Change,,12.71,3.75,-0.14,-7.04,-18.47,-0.30,,
China,Healthcare,Change,,70.49,61.52,62.60,47.49,40.26,16.36,,
Germany,Healthcare,Change,,27.48,-21.42,27.63,18.14,-53.26,13.85,,
France,Healthcare,Change,,24.89,-16.48,17.81,9.07,-50.28,4.74,,
United Kingdom,Healthcare,Change,,14.22,1.60,46.69,25.66,-11.13,-23.76,,
Indonesia,Healthcare,Change,,4.03,0.25,0.37,0.75,-1.90,3.24,,
India,Healthcare,Change,,4.35,1.67,8.77,4.19,1.87,8.11,,
Italy,Healthcare,Change,,11.42,-15.57,4.78,2.87,-29.61,2.63,,
Japan,Healthcare,Change,,131.78,15.65,-112.98,-30.98,-48.18,61.08,,
"Korea, Rep.",Healthcare,Change,,7.48,2.93,7.17,10.38,1.22,6.34,,
Mexico,Healthcare,Change,,4.34,2.84,6.03,-1.26,-6.62,-7.22,,
Russian Federation,Healthcare,Change,,22.51,10.91,7.47,-9.96,-34.56,-4.34,,
Saudi Arabia,Healthcare,Change,,5.60,4.67,3.76,6.20,-0.30,-2.21,,
Turkey,Healthcare,Change,,0.02,0.11,2.73,-1.25,-5.03,1.68,,
United States,Healthcare,Change,,83.29,106.95,90.24,150.88,171.71,130.26,,
South Africa,Healthcare,Change,,3.39,-0.49,-2.40,-0.50,-1.79,-2.00,,
Country Name,Spending,Unit,2010,2011,2012,2013,2014,2015,2016,2017,2018
Argentina,Healthcare,Percentchange,,21.99,3.12,0.77,-6.26,19.94,-19.07,,
Australia,Healthcare,Percentchange,,23.47,12.42,2.93,-3.91,-5.09,-11.32,,
Brazil,Healthcare,Percentchange,,19.17,-3.31,2.30,4.96,-22.25,2.34,,
Canada,Healthcare,Percentchange,,7.46,2.05,-0.07,-3.77,-10.28,-0.19,,
China,Healthcare,Percentchange,,27.52,18.84,16.13,10.53,8.08,3.04,,
Germany,Healthcare,Percentchange,,7.35,-5.34,7.28,4.45,-12.51,3.72,,
France,Healthcare,Percentchange,,8.43,-5.15,5.86,2.82,-15.20,1.69,,
United Kingdom,Healthcare,Percentchange,,6.78,0.71,20.70,9.43,-3.74,-8.29,,
Indonesia,Healthcare,Percentchange,,18.04,0.96,1.40,2.78,-6.83,12.54,,
India,Healthcare,Percentchange,,7.94,2.82,14.41,6.02,2.54,10.72,,
Italy,Healthcare,Percentchange,,5.98,-7.69,2.56,1.50,-15.22,1.59,,
Japan,Healthcare,Percentchange,,25.25,2.39,-16.88,-5.57,-9.17,12.80,,
"Korea, Rep.",Healthcare,Percentchange,,10.95,3.87,9.11,12.08,1.26,6.50,,
Mexico,Healthcare,Percentchange,,7.13,4.36,8.87,-1.70,-9.10,-10.91,,
Russian Federation,Healthcare,Percentchange,,29.77,11.12,6.85,-8.55,-32.45,-6.04,,
Saudi Arabia,Healthcare,Percentchange,,28.96,18.74,12.71,18.59,-0.75,-5.64,,
Turkey,Healthcare,Percentchange,,0.05,0.28,6.97,-2.99,-12.38,4.72,,
United States,Healthcare,Percentchange,,3.38,4.20,3.40,5.50,5.94,4.25,,
South Africa,Healthcare,Percentchange,,12.17,-1.58,-7.82,-1.75,-6.43,-7.70,,
